ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
603236.SH,20220429,20220331,全国社保基金五零二组合,1923137.0,1.3229,1.951,,社保基金、社保机构
603236.SH,20220416,20211231,上海重阳战略投资有限公司-重阳战略英智基金,1775345.0,1.2213,1.8011,0.0,其他金融产品
603236.SH,20220416,20211231,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),1760973.0,1.2114,1.7865,,开放式投资基金
603236.SH,20211026,20210930,华润深国投信托有限公司-华润信托·慎知资产行知集合资金信托计划,1793385.0,1.2337,1.8194,,信托公司集合信托计划
603236.SH,20211026,20210930,上海重阳战略投资有限公司-重阳战略英智基金,1775345.0,1.2213,1.8011,,其他金融产品
603236.SH,20211026,20210930,上海重阳战略投资有限公司-重阳战略才智基金,1575311.0,1.0837,1.5982,,其他金融产品
603236.SH,20210824,20210630,福建创高智联技术股份有限公司,1672820.0,1.1507,1.812,-37003.0,一般企业
603236.SH,20210824,20210630,兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金,1572878.0,1.082,1.7037,-117301.0,开放式投资基金
603236.SH,20210824,20210630,招商银行股份有限公司-工银瑞信圆兴混合型证券投资基金,1301648.0,0.8954,1.4099,155580.0,开放式投资基金
603236.SH,20210824,20210630,上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金,1226918.0,0.844,1.329,,开放式投资基金
603236.SH,20210429,20210331,重庆信展股权投资基金管理有限公司-重庆信展保达投资中心(有限合伙),2983531.0,2.6681,4.2012,-1062480.0,投资、咨询公司
603236.SH,20210429,20210331,上海行知创业投资有限公司,2291231.0,2.049,3.2264,0.0,风险投资公司
603236.SH,20210429,20210331,中国工商银行股份有限公司-富国军工主题混合型证券投资基金,2051960.0,1.835,2.8894,,开放式投资基金
603236.SH,20210429,20210331,福建创高智联技术股份有限公司,1709823.0,1.529,2.4077,-1414060.0,一般企业
603236.SH,20210429,20210331,兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金,1690179.0,1.5115,2.38,-120600.0,开放式投资基金
603236.SH,20210429,20210331,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1303271.0,1.1655,1.8352,62002.0,开放式投资基金
603236.SH,20210429,20210331,招商银行股份有限公司-工银瑞信圆兴混合型证券投资基金,1146068.0,1.0249,1.6138,,开放式投资基金
603236.SH,20210429,20210331,中国农业银行股份有限公司-富国互联科技股票型证券投资基金,1025560.0,0.9171,1.4441,,开放式投资基金
603236.SH,20210429,20210331,香港中央结算有限公司,4097669.0,3.6644,5.7701,-2056665.0,一般企业
603236.SH,20210429,20210331,任晗熙,2995500.0,2.6788,4.2181,1345500.0,自然人
603236.SH,20210420,20201231,重庆信展股权投资基金管理有限公司-重庆信展云达投资中心(有限合伙),1302840.0,1.2174,1.8346,-180000.0,投资公司
603236.SH,20210420,20201231,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1241269.0,1.1599,1.7479,,开放式投资基金
603236.SH,20210420,20201231,宁波聚力嘉合投资管理合伙企业(有限合伙),1038880.0,0.9708,1.4629,-3100.0,投资公司
603236.SH,20201030,20200930,香港中央结算有限公司,4807489.0,4.4923,6.7696,792965.0,一般企业
603236.SH,20201030,20200930,重庆信展股权投资基金管理有限公司-重庆信展保达投资中心(有限合伙),4266771.0,3.987,6.0082,,投资、咨询公司
603236.SH,20201030,20200930,福建创高安防技术股份有限公司,3123883.0,2.9191,4.3988,,一般企业
603236.SH,20201030,20200930,任晗熙,2450000.0,2.2894,3.4499,,自然人
603236.SH,20201030,20200930,上海行知创业投资有限公司,2291231.0,2.141,3.2264,,风险投资公司
603236.SH,20201030,20200930,廖祝明,1529207.0,1.429,2.1533,,自然人
603236.SH,20201030,20200930,重庆信展股权投资基金管理有限公司-重庆信展云达投资中心(有限合伙),1482840.0,1.3856,2.088,,投资、咨询公司
603236.SH,20201030,20200930,任向敏,1071500.0,1.0013,1.5088,,自然人
603236.SH,20201030,20200930,兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金,1069940.0,0.9998,1.5066,737481.0,开放式投资基金
603236.SH,20201030,20200930,宁波聚力嘉合投资管理合伙企业(有限合伙),1041980.0,0.9737,1.4672,,投资、咨询公司
603236.SH,20200825,20200630,香港中央结算有限公司,4014524.0,3.7513,15.002,2570622.0,一般企业
603236.SH,20200825,20200630,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,686720.0,0.6417,2.5662,-306580.0,开放式投资基金
603236.SH,20200825,20200630,魁北克储蓄投资集团,447731.0,0.4184,1.6731,,投资、咨询公司
603236.SH,20200825,20200630,深圳市盛金投资控股有限公司,358100.0,0.3346,1.3382,47500.0,投资、咨询公司
603236.SH,20200825,20200630,兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金,332459.0,0.3107,1.2424,-26535.0,开放式投资基金
603236.SH,20200825,20200630,王孝安,312000.0,0.2915,1.1659,-948000.0,自然人
603236.SH,20200825,20200630,韩国银行-自有资金,299432.0,0.2798,1.119,,金融机构—银行
603236.SH,20200825,20200630,中华联合财产保险股份有限公司-传统保险产品,276000.0,0.2579,1.0314,,保险投资组合
603236.SH,20200825,20200630,中国国际金融香港资产管理有限公司-客户资金,256258.0,0.2395,0.9576,,资产管理公司
603236.SH,20200825,20200630,张伟锋,247559.0,0.2313,0.9251,,自然人
603236.SH,20200429,20200331,香港中央结算有限公司,1443902.0,1.6191,6.4749,,一般企业
603236.SH,20200429,20200331,王孝安,1260000.0,1.4129,5.6502,-1121360.0,自然人
603236.SH,20200429,20200331,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,993300.0,1.1138,4.4543,720500.0,开放式投资基金
603236.SH,20200429,20200331,王君,674067.0,0.7559,3.0227,-366776.0,自然人
603236.SH,20200429,20200331,深圳市前海进化论资产管理有限公司-进化论金享一号私募证券投资基金,428600.0,0.4806,1.922,,其他金融产品
603236.SH,20200429,20200331,兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金,358994.0,0.4026,1.6098,,开放式投资基金
603236.SH,20200429,20200331,全国社保基金六零二组合,356020.0,0.3992,1.5965,,社保基金、社保机构
603236.SH,20200429,20200331,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,356000.0,0.3992,1.5964,,开放式投资基金
603236.SH,20200429,20200331,何秀丽,342800.0,0.3844,1.5372,,自然人
603236.SH,20200429,20200331,深圳市盛金投资控股有限公司,310600.0,0.3483,1.3928,60600.0,投资、咨询公司
603236.SH,20200415,20191231,王孝安,2381360.0,2.6703,10.6787,1764060.0,自然人
603236.SH,20200415,20191231,王君,1040843.0,1.1671,4.6675,0.0,自然人
603236.SH,20200415,20191231,中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金,650073.0,0.7289,2.9151,,开放式投资基金
603236.SH,20200415,20191231,施罗德投资管理(香港)有限公司-施罗德环球基金系列中国A股(交易所),427500.0,0.4794,1.917,,其他金融产品
603236.SH,20200415,20191231,方士雄,365000.0,0.4093,1.6368,152700.0,自然人
603236.SH,20200415,20191231,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,360000.0,0.4037,1.6144,,开放式投资基金
603236.SH,20200415,20191231,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,272800.0,0.3059,1.2233,,开放式投资基金
603236.SH,20200415,20191231,深圳市盛金投资控股有限公司,250000.0,0.2803,1.1211,-56220.0,投资、咨询公司
603236.SH,20200415,20191231,海富通积极成长混合型养老金产品-中国建设银行股份有限公司,233700.0,0.2621,1.048,,其他金融产品
603236.SH,20200415,20191231,施罗德投资管理有限公司-施罗德中国进取股票基金,209800.0,0.2353,0.9408,,投资、咨询公司
603236.SH,20191031,20190930,招商银行股份有限公司-睿远成长价值混合型证券投资基金,1140000.0,1.2783,5.1121,,开放式投资基金
603236.SH,20191031,20190930,王君,1040843.0,1.1671,4.6675,,自然人
603236.SH,20191031,20190930,王孝安,617300.0,0.6922,2.7682,,自然人
603236.SH,20191031,20190930,中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金,354813.0,0.3979,1.5911,,开放式投资基金
603236.SH,20191031,20190930,海通资管-民生-海通海汇系列-星石1号集合资产管理计划,330908.0,0.3711,1.4839,,券商集合资产管理计划
603236.SH,20191031,20190930,深圳市盛金投资控股有限公司,306220.0,0.3434,1.3732,,投资、咨询公司
603236.SH,20191031,20190930,基本养老保险基金一二零二组合,285779.0,0.3205,1.2815,,基本养老保险基金
603236.SH,20191031,20190930,中国对外经济贸易信托有限公司-新股C1,226113.0,0.2535,1.014,,信托公司集合信托计划
603236.SH,20191031,20190930,方士雄,212300.0,0.2381,0.952,,自然人
603236.SH,20191031,20190930,中国工商银行股份有限公司-汇添富科技创新灵活配置混合型证券投资基金,204042.0,0.2288,0.915,,开放式投资基金
